127.0.0.1 - - [16/Nov/2018:05:29:59 -0800] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [16/Nov/2018:05:30:35 -0800] "GET /cinema-project/allMovies.jsp?id=24&moviesNumber=3&id0=15&name0=Avengers&description0=The+Avengers+and+their+allies+must+be+willing+to+sacrifice+all+in+an+attempt+to+defeat+the+powerful+Thanos+before+his+blitz+of+devastation+and+ruin+puts+an+end+to+the+universe.&genre0=Action&image0=https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SY1000_CR0,0,674,1000_AL_.jpg&location0=Room1&start_h0=2018-11-19+19:00:00.0&end_h0=2018-11-19+21:00:00.0&id1=16&name1=Venom&description1=When+Eddie+Brock+acquires+the+powers+of+a+symbiote,+he+will+have+to+release+his+alter-ego+%22Venom%22+to+save+his+life.+&genre1=Action&image1=https://m.media-amazon.com/images/M/MV5BNzAwNzUzNjY4MV5BMl5BanBnXkFtZTgwMTQ5MzM0NjM@._V1_.jpg&location1=Room2&start_h1=2018-11-19+16:00:00.0&end_h1=2018-11-19+17:30:00.0&id2=18&name2=Alice+in+Wonderland&description2=Nineteen-year-old+Alice+returns+to+the+magical+world+from+her+childhood+adventure,+where+she+reunites+with+her+old+friends+and+learns+of+her+true+destiny:+to+end+the+Red+Queen%27s+reign+of+terror.&genre2=Fantasy&image2=https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_.jpg&location2=Room1&start_h2=2018-11-19+19:00:00.0&end_h2=2018-11-19+21:00:00.0 HTTP/1.1" 200 6511
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:29:29 -0800] "POST /cinema-project/query/client/login HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:29:30 -0800] "GET /cinema-project/home.jsp?id=24&moviesNumber=0&name=Codrut14&email=codrutfodor7@yahoo.com&cellphone=1234567890 HTTP/1.1" 200 2721
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:29:31 -0800] "GET /cinema-project/query/client/24/allMovies HTTP/1.1" 500 7585
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:29:51 -0800] "GET /cinema-project/home.jsp?id=24&moviesNumber=0&name=Codrut14&email=codrutfodor7@yahoo.com&cellphone=1234567890 HTTP/1.1" 200 2721
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:29:58 -0800] "GET /cinema-project/query/client/24/allMovies HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:29:58 -0800] "GET /cinema-project/allMovies.jsp?id=24&moviesNumber=6&id0=15&name0=Avengers&description0=The+Avengers+and+their+allies+must+be+willing+to+sacrifice+all+in+an+attempt+to+defeat+the+powerful+Thanos+before+his+blitz+of+devastation+and+ruin+puts+an+end+to+the+universe.&genre0=Action&image0=https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SY1000_CR0,0,674,1000_AL_.jpg&location0=Room1&start_h0=2018-11-19+19:00:00.0&end_h0=2018-11-19+21:00:00.0&id1=16&name1=Venom&description1=When+Eddie+Brock+acquires+the+powers+of+a+symbiote,+he+will+have+to+release+his+alter-ego+%22Venom%22+to+save+his+life.+&genre1=Action&image1=https://m.media-amazon.com/images/M/MV5BNzAwNzUzNjY4MV5BMl5BanBnXkFtZTgwMTQ5MzM0NjM@._V1_.jpg&location1=Room2&start_h1=2018-11-19+16:00:00.0&end_h1=2018-11-19+17:30:00.0&id2=18&name2=Alice+in+Wonderland&description2=Nineteen-year-old+Alice+returns+to+the+magical+world+from+her+childhood+adventure,+where+she+reunites+with+her+old+friends+and+learns+of+her+true+destiny:+to+end+the+Red+Queen%27s+reign+of+terror.&genre2=Fantasy&image2=https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_.jpg&location2=Room1&start_h2=2018-11-19+19:00:00.0&end_h2=2018-11-19+21:00:00.0&id3=100&name3=Fantastic+Beasts:+The+Crimes+of+Grindelwald&description3=The+second+installment+of+the+%22Fantastic+Beasts%22+series+set+in+J.K.+Rowling%27s+Wizarding+World+featuring+the+adventures+of+magizoologist+Newt+Scamander.&genre3=Fantasy&image3=https://m.media-amazon.com/images/M/MV5BZjFiMGUzMTAtNDAwMC00ZjRhLTk0OTUtMmJiMzM5ZmVjODQxXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg&location3=Room3&start_h3=2018-11-20+14:00:00.0&end_h3=2018-11-20+16:00:00.0&id4=101&name4=Bohemian+Rhapsody&description4=A+chronicle+of+the+years+leading+up+to+Queens+legendary+appearance+at+the+Live+Aid+(1985)+concert.&genre4=Biography&image4=https://m.media-amazon.com/images/M/MV5BNDg2NjIxMDUyNF5BMl5BanBnXkFtZTgwMzEzNTE1NTM@._V1_SY1000_CR0,0,629,1000_AL_.jpg&location4=Room1&start_h4=2018-11-20+15:00:00.0&end_h4=2018-11-20+17:00:00.0&id5=102&name5=The+Hate+U+Give&description5=Starr+witnesses+the+fatal+shooting+of+her+childhood+best+friend+Khalil+at+the+hands+of+a+police+officer.+Now,+facing+pressure+from+all+sides+of+the+community,+Starr+must+find+her+voice+and+stand+up+for+whats+right.&genre5=Crime&image5=https://m.media-amazon.com/images/M/MV5BZDVkMWJiMzUtNjQyOS00MGVmLWJhYmMtN2IxYzU4MjY3MDRmXkEyXkFqcGdeQXVyNzA5NjIzODk@._V1_SY1000_CR0,0,675,1000_AL_.jpg&location5=Room2&start_h5=2018-11-20+18:00:00.0&end_h5=2018-11-20+20:00:00.0 HTTP/1.1" 200 10586
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:30:38 -0800] "GET /cinema-project/query/client/24/myMovies HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:30:38 -0800] "GET /cinema-project/myMovies.jsp?id=24&moviesNumber=0 HTTP/1.1" 200 2515
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:30:40 -0800] "GET /cinema-project/query/client/24/allMovies HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:30:40 -0800] "GET /cinema-project/allMovies.jsp?id=24&moviesNumber=3&id0=15&name0=Avengers&description0=The+Avengers+and+their+allies+must+be+willing+to+sacrifice+all+in+an+attempt+to+defeat+the+powerful+Thanos+before+his+blitz+of+devastation+and+ruin+puts+an+end+to+the+universe.&genre0=Action&image0=https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SY1000_CR0,0,674,1000_AL_.jpg&location0=Room1&start_h0=2018-11-19+19:00:00.0&end_h0=2018-11-19+21:00:00.0&id1=16&name1=Venom&description1=When+Eddie+Brock+acquires+the+powers+of+a+symbiote,+he+will+have+to+release+his+alter-ego+%22Venom%22+to+save+his+life.+&genre1=Action&image1=https://m.media-amazon.com/images/M/MV5BNzAwNzUzNjY4MV5BMl5BanBnXkFtZTgwMTQ5MzM0NjM@._V1_.jpg&location1=Room2&start_h1=2018-11-19+16:00:00.0&end_h1=2018-11-19+17:30:00.0&id2=18&name2=Alice+in+Wonderland&description2=Nineteen-year-old+Alice+returns+to+the+magical+world+from+her+childhood+adventure,+where+she+reunites+with+her+old+friends+and+learns+of+her+true+destiny:+to+end+the+Red+Queen%27s+reign+of+terror.&genre2=Fantasy&image2=https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_.jpg&location2=Room1&start_h2=2018-11-19+19:00:00.0&end_h2=2018-11-19+21:00:00.0 HTTP/1.1" 200 6511
0:0:0:0:0:0:0:1 - - [16/Nov/2018:07:48:27 -0800] "GET /cinema-project/allMovies.jsp?id=24&moviesNumber=3&id0=15&name0=Avengers&description0=The+Avengers+and+their+allies+must+be+willing+to+sacrifice+all+in+an+attempt+to+defeat+the+powerful+Thanos+before+his+blitz+of+devastation+and+ruin+puts+an+end+to+the+universe.&genre0=Action&image0=https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SY1000_CR0,0,674,1000_AL_.jpg&location0=Room1&start_h0=2018-11-19+19:00:00.0&end_h0=2018-11-19+21:00:00.0&id1=16&name1=Venom&description1=When+Eddie+Brock+acquires+the+powers+of+a+symbiote,+he+will+have+to+release+his+alter-ego+%22Venom%22+to+save+his+life.+&genre1=Action&image1=https://m.media-amazon.com/images/M/MV5BNzAwNzUzNjY4MV5BMl5BanBnXkFtZTgwMTQ5MzM0NjM@._V1_.jpg&location1=Room2&start_h1=2018-11-19+16:00:00.0&end_h1=2018-11-19+17:30:00.0&id2=18&name2=Alice+in+Wonderland&description2=Nineteen-year-old+Alice+returns+to+the+magical+world+from+her+childhood+adventure,+where+she+reunites+with+her+old+friends+and+learns+of+her+true+destiny:+to+end+the+Red+Queen%27s+reign+of+terror.&genre2=Fantasy&image2=https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_.jpg&location2=Room1&start_h2=2018-11-19+19:00:00.0&end_h2=2018-11-19+21:00:00.0 HTTP/1.1" 200 6511
0:0:0:0:0:0:0:1 - - [16/Nov/2018:08:14:40 -0800] "GET /cinema-project/query/client/24/getClient HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [16/Nov/2018:08:14:40 -0800] "GET /cinema-project/home.jsp?id=24&moviesNumber=0&name=Codrut14&email=codrutfodor7@yahoo.com&cellphone=1234567890 HTTP/1.1" 200 2721
0:0:0:0:0:0:0:1 - - [16/Nov/2018:08:14:47 -0800] "GET /cinema-project/www.stackoverflow.com HTTP/1.1" 404 1114
0:0:0:0:0:0:0:1 - - [16/Nov/2018:08:14:55 -0800] "GET /cinema-project/www.stackoverflow.com HTTP/1.1" 404 1114
0:0:0:0:0:0:0:1 - - [16/Nov/2018:09:29:17 -0800] "GET /cinema-project/query/client/24/myMovies HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [16/Nov/2018:09:29:17 -0800] "GET /cinema-project/myMovies.jsp?id=24&moviesNumber=0 HTTP/1.1" 200 2515
0:0:0:0:0:0:0:1 - - [16/Nov/2018:09:29:18 -0800] "GET /cinema-project/query/client/24/allMovies HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [16/Nov/2018:09:29:18 -0800] "GET /cinema-project/allMovies.jsp?id=24&moviesNumber=3&id0=15&name0=Avengers&description0=The+Avengers+and+their+allies+must+be+willing+to+sacrifice+all+in+an+attempt+to+defeat+the+powerful+Thanos+before+his+blitz+of+devastation+and+ruin+puts+an+end+to+the+universe.&genre0=Action&image0=https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SY1000_CR0,0,674,1000_AL_.jpg&location0=Room1&start_h0=2018-11-19+19:00:00.0&end_h0=2018-11-19+21:00:00.0&id1=16&name1=Venom&description1=When+Eddie+Brock+acquires+the+powers+of+a+symbiote,+he+will+have+to+release+his+alter-ego+%22Venom%22+to+save+his+life.+&genre1=Action&image1=https://m.media-amazon.com/images/M/MV5BNzAwNzUzNjY4MV5BMl5BanBnXkFtZTgwMTQ5MzM0NjM@._V1_.jpg&location1=Room2&start_h1=2018-11-19+16:00:00.0&end_h1=2018-11-19+17:30:00.0&id2=18&name2=Alice+in+Wonderland&description2=Nineteen-year-old+Alice+returns+to+the+magical+world+from+her+childhood+adventure,+where+she+reunites+with+her+old+friends+and+learns+of+her+true+destiny:+to+end+the+Red+Queen%27s+reign+of+terror.&genre2=Fantasy&image2=https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_.jpg&location2=Room1&start_h2=2018-11-19+19:00:00.0&end_h2=2018-11-19+21:00:00.0 HTTP/1.1" 200 6511
